latitude,longitude,district,elevation,slope,aspect,month,rainfall_daily,rainfall_7day,ndvi,soil_moisture,distance_to_road,land_cover,landslide
24.8807,94.1247,Imphal,2696.6,7.2,274.1,6,15.2,106.2,0.522,0.646,1557.5,agriculture,0
24.8669,92.2074,Dawki,942.2,10.8,356.1,5,1.6,9.8,0.691,0.153,5274.3,forest,0
25.0824,91.6501,Dawki,516.3,24.1,21.2,7,0.7,1.5,0.369,0.807,3163.1,agriculture,0
24.0867,92.774,Aizawl,671.3,12.5,215.0,8,9.5,24.5,0.475,0.686,7671.5,agriculture,0
25.4247,94.1544,Kohima,618.2,11.9,185.8,7,6.6,43.7,0.603,0.901,710.2,forest,0
26.339,92.8775,Tezpur,1931.4,33.8,158.1,8,39.4,255.8,0.426,0.838,1035.3,forest,0
26.7353,94.1314,Jorhat,283.6,16.3,81.6,7,14.3,62.3,0.425,0.841,446.0,forest,0
25.9525,94.0854,Kohima,392.8,19.6,227.0,5,0.5,2.8,0.643,0.242,3008.1,agriculture,0
25.7202,94.2281,Kohima,215.5,27.5,343.0,4,0.6,2.9,0.858,0.283,3263.0,forest,0
26.2493,92.9273,Tezpur,450.9,36.4,163.6,9,1.4,9.2,0.601,1.0,1702.5,agriculture,0
27.4124,95.1866,Dibrugarh,441.6,40.4,187.3,7,23.9,186.9,0.518,0.842,8572.6,bare,0
26.0046,91.7054,Guwahati,892.1,20.5,132.7,8,10.0,33.8,0.531,0.438,3811.1,agriculture,0
25.7009,91.6252,Guwahati,645.8,12.3,231.6,10,1.1,5.9,0.549,0.218,269.0,urban,0
23.8811,91.4515,Agartala,132.6,32.9,177.0,7,8.1,54.5,0.916,0.527,2685.9,agriculture,0
26.7177,92.4947,Tezpur,354.2,2.7,219.7,7,18.7,105.8,0.536,0.834,434.4,urban,0
25.8011,94.2564,Kohima,619.6,45.1,31.4,6,7.1,29.0,0.422,0.686,7554.6,agriculture,0
27.4069,94.7265,Dibrugarh,2480.2,43.7,233.3,10,1.6,8.3,0.465,0.235,197.9,water,0
27.7193,93.3061,Itanagar,456.5,23.0,80.9,3,4.5,26.5,0.653,0.216,8009.8,agriculture,0
25.6277,90.2762,Tura,728.6,24.0,28.6,6,7.4,25.0,0.809,0.908,6092.2,agriculture,1
25.7529,94.3077,Kohima,585.5,12.2,113.2,4,4.1,29.6,0.95,0.216,4066.5,forest,0
24.9121,94.0156,Imphal,932.6,11.0,322.0,4,3.0,22.2,0.437,0.25,3704.2,bare,1
27.1004,92.7477,Tezpur,192.1,40.2,18.0,6,8.9,46.1,0.437,0.892,4165.6,urban,0
27.4843,95.0493,Dibrugarh,1107.5,19.7,147.0,7,8.1,59.1,0.797,0.606,1469.3,forest,0
24.9718,93.9904,Imphal,1039.0,9.0,64.2,11,1.3,5.2,0.488,0.191,1840.6,agriculture,0
26.5269,92.8079,Tezpur,285.0,9.6,169.4,12,0.7,3.8,0.848,0.271,5263.0,forest,0
26.1403,91.3878,Guwahati,670.9,27.8,140.2,8,5.0,27.7,0.791,0.552,292.8,water,0
23.7763,91.2503,Agartala,312.4,45.4,272.0,8,9.4,53.0,0.361,0.538,5074.4,forest,0
26.1336,91.7204,Guwahati,1403.4,11.7,68.7,8,4.2,31.8,0.069,0.898,11223.0,agriculture,1
26.7872,93.665,Itanagar,289.1,20.1,284.8,4,6.6,36.2,0.615,0.262,156.4,agriculture,0
24.8604,93.8766,Imphal,3590.6,22.3,250.1,7,3.4,26.5,0.858,0.734,350.1,agriculture,1
27.6566,94.7417,Dibrugarh,1452.9,11.9,212.0,5,8.3,49.4,0.611,0.253,66.6,bare,0
24.0396,91.4451,Agartala,3202.8,24.4,112.4,5,1.7,10.3,0.686,0.153,3748.7,bare,0
25.0767,94.0892,Imphal,1774.1,38.9,254.2,6,1.9,12.5,0.523,0.784,727.3,water,0
24.001,90.8639,Agartala,352.1,32.1,80.5,8,9.1,24.2,0.5,0.405,3183.3,bare,0
23.7161,91.4729,Agartala,93.7,20.7,357.9,6,15.1,73.8,0.636,0.643,4788.1,forest,0
23.941,93.0382,Aizawl,464.9,34.1,226.9,7,9.1,63.2,0.75,0.481,82.4,forest,0
25.7258,94.4297,Kohima,1310.6,28.1,340.8,9,41.1,246.4,0.714,0.941,3411.9,forest,1
25.4909,91.9255,Shillong,664.6,8.8,325.7,9,19.4,109.8,0.736,0.595,4466.4,forest,0
26.4599,94.1966,Jorhat,1574.3,42.9,10.1,4,5.6,13.1,0.29,0.216,4788.5,forest,0
25.3088,90.1395,Tura,353.0,29.7,9.6,8,0.3,2.4,0.701,0.528,5786.5,bare,1
27.3288,94.832,Dibrugarh,295.4,21.2,27.4,7,25.7,169.4,0.734,0.81,947.7,agriculture,0
26.5377,92.4942,Tezpur,323.9,22.0,249.0,9,17.3,90.7,0.623,0.923,1428.3,agriculture,0
25.4923,94.4302,Kohima,2603.4,12.3,180.9,8,12.7,28.3,0.49,0.842,120.0,bare,0
25.7249,89.9194,Tura,566.7,9.8,241.8,4,3.3,18.6,0.221,0.219,4424.7,water,0
24.9022,92.0877,Dawki,776.6,18.4,196.1,7,9.0,39.6,0.566,0.802,4294.1,bare,0
24.0159,90.7883,Agartala,368.0,28.5,116.7,8,3.4,10.9,0.713,0.673,1778.6,forest,0
26.4431,92.816,Tezpur,2041.1,25.6,104.6,6,23.9,112.1,0.23,0.614,7118.7,forest,0
25.6413,94.0257,Kohima,155.8,24.3,191.0,3,3.0,11.2,0.391,0.22,305.2,urban,0
25.229,90.148,Tura,924.9,50.3,104.6,7,6.6,44.1,0.292,0.928,1185.2,forest,1
27.0734,93.0808,Tezpur,262.6,30.7,79.8,6,6.3,13.1,0.578,0.356,1993.0,forest,0
27.6104,94.9991,Dibrugarh,524.0,25.4,43.3,7,46.8,372.8,0.413,0.664,1880.8,bare,0
25.8681,92.1153,Shillong,397.8,42.8,337.6,6,19.3,134.6,0.308,0.516,2063.7,agriculture,1
25.3229,91.5281,Shillong,207.9,4.9,296.4,5,14.8,57.5,0.561,0.23,1240.0,forest,0
25.5755,93.8459,Kohima,1870.4,37.3,22.3,6,5.8,45.1,0.804,0.96,2320.9,urban,1
25.2847,91.8966,Dawki,1309.5,25.4,325.3,4,0.3,2.3,0.782,0.223,5610.5,urban,0
26.9416,93.7266,Itanagar,241.9,48.8,317.4,8,1.9,12.6,0.258,0.535,691.4,bare,1
24.6899,94.0146,Imphal,322.1,11.4,2.3,4,0.8,2.8,0.745,0.257,4649.6,agriculture,0
23.9088,92.4256,Aizawl,574.7,39.4,287.6,10,6.6,31.4,0.538,0.158,88.9,agriculture,0
25.48,94.0383,Kohima,980.8,11.4,3.3,8,5.4,25.8,0.63,0.772,3128.4,water,1
27.6552,94.8936,Dibrugarh,2690.8,8.3,270.7,4,1.5,9.0,0.529,0.218,391.4,forest,0
24.0069,92.9371,Aizawl,1096.0,7.3,90.0,1,1.5,7.4,0.873,0.216,1370.5,forest,0
25.5383,91.9996,Shillong,1338.0,15.7,43.0,8,13.8,31.6,0.626,0.91,1151.8,bare,0
23.835,91.5174,Agartala,122.5,21.1,257.5,9,41.4,237.7,0.661,0.777,4521.7,urban,0
25.4961,90.377,Tura,504.0,32.4,292.0,8,9.8,47.5,0.487,1.0,162.9,forest,1
26.8308,94.423,Jorhat,312.2,10.5,244.4,4,0.9,4.9,0.599,0.155,3146.7,forest,0
27.918,94.8084,Dibrugarh,444.3,15.9,251.7,5,3.1,17.2,0.478,0.29,8825.3,water,1
25.5226,92.1574,Dawki,828.3,33.2,348.4,4,7.0,32.6,0.658,0.198,4099.9,forest,0
25.942,91.858,Guwahati,2203.4,19.8,201.9,7,68.3,220.3,0.648,0.5,788.4,forest,0
26.6638,92.7783,Tezpur,1073.3,14.8,331.4,7,15.3,30.9,0.472,0.76,3313.3,forest,0
25.9063,91.8094,Guwahati,1276.7,38.3,266.0,7,1.5,8.1,0.596,0.784,4107.1,urban,0
25.3083,93.7476,Kohima,212.1,25.8,344.1,6,25.8,135.6,0.498,0.687,522.8,forest,0
24.8593,93.5688,Imphal,1593.1,2.7,321.1,1,0.0,0.0,0.373,0.232,15168.5,forest,0
26.0907,91.9417,Guwahati,682.4,36.1,357.2,8,1.8,12.5,0.69,0.725,3185.5,forest,0
25.7152,91.6348,Shillong,647.6,42.1,287.0,6,15.5,44.8,0.431,0.844,3635.5,urban,0
26.7475,94.2615,Jorhat,226.4,24.4,252.9,8,16.1,128.3,0.692,0.505,5105.3,agriculture,0
26.7819,93.3299,Itanagar,1098.1,35.9,156.2,5,1.3,7.6,0.348,0.186,2334.9,water,1
25.5801,94.1424,Kohima,145.3,31.0,185.1,7,30.2,115.3,0.682,0.587,249.3,agriculture,1
26.834,92.9795,Tezpur,424.7,28.1,291.6,8,21.5,98.6,0.59,0.825,1536.5,forest,0
25.469,90.2075,Tura,1406.5,46.2,230.8,1,10.3,35.1,0.339,0.184,9532.4,urban,0
25.6836,90.0213,Tura,1034.7,16.8,16.5,8,22.4,73.4,0.472,0.667,4939.4,urban,0
27.3019,94.7336,Dibrugarh,167.3,44.5,165.2,8,27.9,98.3,0.483,0.489,38.3,forest,1
24.8701,94.0196,Imphal,127.6,7.6,216.6,1,0.3,1.0,0.684,0.132,2052.3,water,0
27.0207,93.5508,Itanagar,639.3,23.7,329.5,5,1.9,8.8,0.671,0.256,3416.3,bare,0
25.5405,91.7766,Shillong,608.6,26.6,7.2,4,5.4,37.6,0.614,0.229,403.0,agriculture,0
26.9923,93.8559,Jorhat,553.8,47.8,83.3,6,23.6,121.8,0.379,0.689,2182.4,forest,1
25.5823,90.4931,Tura,385.2,37.3,55.9,8,12.8,68.2,0.535,0.642,1510.3,forest,0
26.8368,92.8416,Tezpur,217.8,35.8,73.7,9,5.4,41.1,0.654,0.658,2398.3,agriculture,0
23.7264,92.6477,Aizawl,477.0,41.8,110.8,1,1.3,3.5,0.279,0.26,1415.3,forest,0
26.0451,92.1337,Shillong,502.6,6.4,52.2,5,0.2,1.4,0.621,0.264,1108.7,forest,0
27.4722,95.0742,Dibrugarh,744.7,39.8,32.2,5,0.8,4.9,0.68,0.219,2417.5,urban,0
23.9325,91.0938,Agartala,1238.0,11.9,154.6,6,19.1,60.2,0.52,0.743,1464.3,forest,0
27.3598,93.5423,Itanagar,874.1,17.2,264.7,6,13.4,85.8,0.483,0.972,4359.2,agriculture,0
25.4585,90.4516,Tura,1215.6,19.4,16.7,6,13.3,51.2,0.742,0.732,1064.5,forest,0
25.6479,91.5623,Shillong,1183.0,26.1,188.1,8,1.2,6.4,0.718,0.619,4735.2,forest,0
27.3344,93.5724,Itanagar,478.8,34.3,260.8,7,6.3,39.7,0.748,0.996,531.3,urban,0
25.4996,92.3049,Dawki,353.7,48.7,356.1,10,1.0,7.5,0.535,0.285,11563.5,forest,0
26.1159,91.4959,Guwahati,348.7,35.3,256.3,8,0.3,1.4,0.608,0.953,5098.5,forest,1
25.9784,92.0838,Guwahati,1118.2,7.8,105.3,3,3.9,28.7,0.815,0.215,1692.1,forest,0
25.4273,91.6491,Shillong,933.1,8.1,156.4,5,6.2,30.8,0.438,0.288,965.7,urban,0
27.5282,94.6809,Dibrugarh,403.0,12.5,14.4,7,14.1,104.0,0.527,0.664,5037.2,bare,0
25.5717,92.1745,Shillong,1529.7,16.1,155.2,8,9.0,35.3,0.587,0.574,736.0,forest,0
26.0837,91.6022,Guwahati,401.3,10.0,117.2,7,3.5,21.1,0.45,0.481,894.3,forest,0
26.5857,94.3384,Jorhat,655.0,23.7,184.4,7,4.7,14.0,0.37,1.0,8849.8,agriculture,1
25.8377,93.9861,Kohima,711.7,31.9,258.3,7,0.1,0.3,0.509,0.369,2613.3,water,1
25.524,94.2107,Kohima,615.6,24.5,72.0,7,4.6,21.8,0.764,0.688,918.7,forest,0
25.4154,93.8165,Kohima,269.3,39.0,78.3,9,5.4,30.3,0.522,0.753,1490.3,urban,1
27.0159,94.5151,Jorhat,269.4,27.9,356.1,6,50.5,130.2,0.593,0.565,2695.2,bare,0
27.0801,93.7914,Itanagar,419.6,30.5,213.4,8,6.1,33.1,0.674,0.791,4676.8,water,0
25.7634,90.1775,Tura,346.3,23.0,299.1,5,4.8,14.8,0.252,0.222,3969.0,urban,0
25.5976,90.6301,Tura,459.8,27.5,38.4,7,1.1,6.0,0.856,0.819,6579.2,agriculture,0
26.4809,94.1778,Jorhat,233.5,35.1,201.3,9,8.0,32.5,0.429,0.596,5089.5,bare,1
23.892,91.2552,Agartala,399.3,49.0,190.0,7,21.5,89.4,0.37,0.537,6944.5,urban,0
25.72,91.9495,Shillong,552.6,41.9,285.0,7,7.7,55.0,0.411,0.929,8482.1,agriculture,0
26.779,94.4695,Jorhat,583.8,16.1,203.1,6,22.4,163.5,0.754,0.837,1984.4,forest,1
24.5136,93.9714,Imphal,704.1,7.1,157.4,6,7.2,29.6,0.465,0.521,2370.9,forest,0
23.9867,90.9418,Agartala,726.2,20.5,329.6,9,8.3,28.3,0.821,0.72,4456.5,bare,0
23.8826,92.8255,Aizawl,1060.0,10.4,208.7,9,7.2,16.3,0.547,0.734,784.2,forest,0
27.753,94.841,Dibrugarh,175.9,12.7,122.7,2,3.8,28.0,0.451,0.208,2657.1,agriculture,0
24.9841,91.649,Dawki,2078.0,23.2,234.4,8,3.3,21.5,0.787,0.855,342.4,forest,0
26.3123,91.8787,Guwahati,213.2,24.7,221.4,7,2.6,13.5,0.699,0.689,144.1,forest,0
25.6667,90.2733,Tura,1737.7,17.3,265.6,6,19.9,105.8,0.534,0.601,153.5,water,0
23.3632,91.4025,Agartala,1166.4,27.0,315.3,9,2.9,21.4,0.758,0.95,1528.0,water,0
26.7547,94.6237,Jorhat,1672.9,36.2,27.4,8,24.8,102.2,0.637,0.824,3505.6,water,0
25.2377,92.2286,Dawki,2082.3,11.0,174.1,10,5.5,42.0,0.359,0.169,8814.4,agriculture,0
25.4774,94.2258,Kohima,1540.2,18.4,330.7,7,6.6,19.7,0.78,0.924,4707.2,forest,0
25.504,90.3078,Tura,269.7,33.3,273.2,10,8.1,45.3,0.825,0.186,6607.1,bare,1
25.4446,91.5867,Shillong,3466.0,8.8,15.1,7,0.9,4.0,0.534,0.605,137.9,agriculture,0
23.3767,92.5759,Aizawl,960.4,25.0,36.1,6,7.0,33.2,0.477,0.697,1692.6,forest,0
27.5492,93.7314,Itanagar,1604.1,37.9,22.2,9,6.3,47.3,0.568,0.488,1596.2,water,0
27.0078,94.2871,Jorhat,704.8,14.8,267.0,9,3.1,24.6,0.609,0.611,6486.3,forest,0
25.4855,94.0762,Kohima,791.1,10.2,156.9,7,17.9,75.4,0.615,1.0,1673.1,agriculture,0
23.7348,92.7921,Aizawl,540.7,27.3,195.1,7,16.4,40.4,0.623,0.955,5307.1,forest,0
24.1202,92.875,Aizawl,1742.3,40.1,286.7,7,1.9,10.4,0.345,0.3,29.5,agriculture,1
23.7386,91.2959,Agartala,871.7,47.4,159.0,8,7.5,16.5,0.601,0.715,833.0,agriculture,1
25.0821,92.0924,Dawki,437.1,20.0,231.1,11,2.7,10.1,0.428,0.247,240.4,water,0
25.3183,92.259,Dawki,968.4,50.2,89.3,8,22.1,99.3,0.489,0.513,5978.8,bare,0
26.0487,91.6116,Guwahati,341.4,18.5,58.5,5,0.7,4.6,0.876,0.186,8182.7,urban,0
23.8093,92.3161,Aizawl,590.0,43.1,100.3,7,12.3,89.8,0.268,0.644,1845.2,urban,0
27.9017,94.585,Dibrugarh,103.7,7.5,123.3,5,3.5,8.5,0.397,0.189,3151.6,forest,0
26.0544,93.3572,Tezpur,1458.9,15.9,175.4,8,1.6,8.4,0.835,0.685,735.8,water,0
25.2346,91.4528,Shillong,930.1,38.0,72.6,6,2.4,7.1,0.69,0.765,1027.5,forest,0
25.7009,94.0169,Kohima,200.8,42.0,71.2,7,8.8,45.1,0.523,0.765,1821.5,forest,0
25.682,93.9218,Kohima,1097.6,22.7,311.3,7,0.3,1.0,0.483,0.772,4563.3,agriculture,0
23.9718,92.7441,Aizawl,248.0,19.9,333.7,5,7.3,17.1,0.587,0.123,2965.1,agriculture,0
25.726,91.884,Shillong,2261.1,22.1,201.7,6,7.9,37.8,0.573,0.587,899.2,agriculture,0
25.9006,91.7496,Shillong,2213.2,8.2,17.4,6,19.5,146.8,0.669,0.709,2095.8,forest,1
26.0156,91.6728,Guwahati,604.5,16.8,19.5,7,32.7,169.3,0.628,0.645,1030.4,forest,0
24.9681,91.9594,Dawki,429.9,35.3,286.4,7,3.6,17.1,0.73,0.679,224.5,forest,1
25.6686,92.1699,Dawki,453.9,25.3,100.9,9,3.3,21.1,0.472,0.777,5755.6,urban,1
26.6849,93.9326,Jorhat,239.6,24.9,271.7,7,21.1,151.4,0.95,0.509,700.3,agriculture,0
26.6807,92.701,Tezpur,885.1,28.3,263.6,9,41.3,204.5,0.587,0.586,725.4,forest,0
25.8105,94.2887,Kohima,438.8,31.0,102.0,4,2.0,15.0,0.886,0.245,1342.5,urban,0
26.4202,92.5957,Tezpur,966.2,22.9,6.1,7,16.6,54.8,0.907,0.615,930.8,forest,0
26.3042,91.851,Guwahati,324.9,18.1,356.3,9,9.5,60.2,0.403,0.496,1465.7,agriculture,0
25.5233,90.0075,Tura,653.8,9.4,357.6,5,0.7,3.7,0.598,0.214,68.3,forest,0
25.0602,93.7054,Imphal,233.2,30.1,38.8,8,21.1,83.1,0.4,0.805,4982.0,agriculture,0
27.6136,95.0572,Dibrugarh,2121.3,23.7,180.3,8,14.7,41.0,0.45,0.981,1585.1,forest,0
27.4399,94.7804,Dibrugarh,551.3,18.0,59.3,6,44.1,286.2,0.696,0.376,1308.4,forest,0
25.8933,91.7905,Guwahati,872.5,30.1,169.2,11,1.3,8.4,0.473,0.281,1914.7,forest,1
27.3023,93.7693,Itanagar,390.9,5.8,74.1,5,5.1,16.6,0.494,0.282,6900.0,forest,0
23.5523,92.605,Aizawl,206.1,28.2,129.9,8,23.5,71.8,0.688,0.808,463.7,bare,1
25.553,94.0921,Kohima,345.6,35.0,218.6,10,1.6,11.3,0.763,0.177,780.8,forest,0
24.9542,92.2125,Dawki,1002.3,14.7,118.0,5,1.9,11.3,0.785,0.176,2599.1,bare,0
25.8686,91.8195,Guwahati,1216.4,13.7,151.5,8,9.9,61.3,0.548,0.681,1439.4,agriculture,0
25.1757,92.1208,Dawki,408.7,12.4,112.5,5,0.4,1.8,0.515,0.264,6040.9,forest,0
24.9694,94.1834,Imphal,196.8,19.4,272.5,5,0.7,2.6,0.723,0.216,10770.5,forest,0
23.4316,92.8778,Aizawl,1614.9,50.0,301.0,9,2.7,17.9,0.342,0.553,298.7,agriculture,0
26.0509,91.92,Guwahati,187.3,14.3,320.0,5,2.7,14.9,0.559,0.205,761.3,agriculture,0
23.6623,92.6275,Aizawl,2960.2,15.9,99.2,9,16.6,98.1,0.675,1.0,146.9,forest,0
23.8719,92.6139,Aizawl,911.6,38.4,174.8,5,1.4,5.4,0.613,0.19,1511.5,bare,0
25.5132,91.9268,Shillong,326.4,24.3,187.0,8,17.6,104.2,0.43,0.699,2414.7,forest,0
25.6235,94.126,Kohima,126.4,44.4,217.6,5,5.0,34.1,0.431,0.217,280.5,forest,0
27.5009,94.779,Dibrugarh,621.8,18.0,113.6,4,1.6,11.7,0.64,0.212,1790.5,forest,0
25.2463,91.9953,Dawki,346.0,29.3,100.5,8,3.3,22.1,0.672,0.708,1457.7,forest,0
26.2747,91.9316,Guwahati,690.7,5.6,292.6,10,0.1,0.3,0.254,0.231,2084.4,water,0
23.3312,92.8448,Aizawl,1269.3,14.6,138.8,2,3.5,13.6,0.708,0.155,1972.5,water,0
26.1372,92.429,Tezpur,8381.2,16.8,293.5,5,0.1,0.9,0.897,0.208,1016.7,forest,0
25.3105,90.1429,Tura,702.8,21.9,359.6,7,49.9,104.8,0.815,0.599,135.5,forest,0
25.6813,90.1986,Tura,510.4,31.5,268.1,5,5.9,11.8,0.676,0.261,794.8,agriculture,0
25.6436,89.8317,Tura,334.1,10.5,43.4,9,1.2,5.1,0.443,0.55,10852.8,forest,0
24.5645,93.7628,Imphal,628.9,32.7,330.4,1,1.5,10.6,0.419,0.273,1791.3,agriculture,0
25.455,90.459,Tura,256.1,38.1,296.1,5,6.0,30.0,0.658,0.282,3967.4,forest,0
26.415,92.5406,Tezpur,237.0,20.0,283.4,8,17.0,82.7,0.511,0.996,2139.9,water,0
27.0359,92.7892,Tezpur,201.4,33.7,243.4,10,0.5,2.0,0.457,0.271,2296.0,water,0
23.5646,92.5694,Aizawl,1771.1,19.2,116.5,10,3.2,25.0,0.429,0.243,910.9,water,0
25.1732,91.7054,Dawki,345.2,24.7,219.4,8,16.3,39.2,0.282,0.974,399.1,forest,0
23.3754,92.5816,Aizawl,456.3,29.5,354.1,7,5.2,23.6,0.619,0.498,606.0,urban,0
25.245,91.9588,Shillong,355.3,22.4,117.0,6,3.0,20.8,0.608,0.65,8254.9,forest,0
26.6821,93.9831,Jorhat,860.8,18.3,325.2,3,1.8,11.8,0.648,0.17,908.8,forest,0
25.4073,90.2414,Tura,1388.4,27.3,202.8,10,7.4,40.5,0.575,0.206,50.3,urban,0
26.7547,92.5107,Tezpur,1134.2,15.5,39.5,8,47.6,260.2,0.548,1.0,8814.4,agriculture,1
26.4168,91.6524,Guwahati,1654.7,10.1,184.4,10,2.2,6.3,0.687,0.202,511.6,forest,0
23.663,92.8074,Aizawl,1688.6,30.2,91.0,7,58.3,138.8,0.706,0.968,450.4,water,0
26.5102,91.3921,Guwahati,420.7,16.4,127.4,7,15.9,93.6,0.514,0.989,11372.1,forest,0
24.1121,91.1382,Agartala,581.1,32.6,289.7,9,1.9,7.3,0.647,0.493,3389.9,agriculture,0
25.3278,90.262,Tura,209.4,31.2,248.6,8,2.2,17.1,0.329,0.55,104.7,bare,0
27.3332,94.7246,Dibrugarh,233.8,43.6,85.0,3,2.9,19.6,0.387,0.256,380.6,agriculture,0
24.5089,93.9558,Imphal,1078.3,29.0,85.4,5,0.3,1.6,0.741,0.271,6741.5,bare,0
26.7945,92.3799,Tezpur,1121.4,10.1,333.2,6,8.6,35.3,0.689,0.436,2482.9,bare,0
25.0012,94.1162,Imphal,640.6,21.7,253.2,8,19.2,81.9,0.345,0.457,173.5,urban,0
27.4507,95.3253,Dibrugarh,345.6,46.3,250.3,9,8.9,35.0,0.3,0.252,1495.6,agriculture,0
27.4676,94.7514,Dibrugarh,869.5,17.4,205.4,8,1.6,11.4,0.518,0.98,8134.7,forest,0
27.4888,94.8673,Dibrugarh,316.4,21.1,15.1,8,52.1,308.9,0.504,0.447,4387.1,urban,1
23.5352,91.8541,Agartala,2769.1,21.2,52.5,8,16.4,96.6,0.491,0.719,5219.9,forest,0
24.0666,90.9509,Agartala,415.5,15.0,287.1,8,5.3,32.1,0.681,0.989,1903.4,forest,0
26.6783,92.8975,Tezpur,552.9,8.6,69.6,5,2.1,16.0,0.441,0.129,4161.9,forest,0
25.6379,90.3623,Tura,472.5,9.9,82.8,7,7.9,29.8,0.605,0.694,5811.4,forest,0
25.3044,92.2463,Dawki,904.5,13.6,225.5,9,19.7,90.6,0.684,0.572,8929.5,forest,0
25.5802,90.1022,Tura,2050.2,35.3,113.3,9,1.2,4.9,0.4,0.44,11623.5,forest,1
25.0999,91.8707,Dawki,560.7,11.6,70.0,3,2.7,5.8,0.626,0.195,2499.2,agriculture,0
26.3536,94.202,Jorhat,62.9,52.0,260.1,7,15.5,84.5,0.41,0.639,4845.4,forest,0
25.563,91.7994,Shillong,541.6,10.6,161.4,10,0.5,3.4,0.711,0.25,3030.4,water,0
25.6959,91.6602,Shillong,1006.6,11.3,262.6,8,1.4,5.6,0.648,0.816,518.8,water,0
23.6715,91.3484,Agartala,1360.7,31.7,231.7,10,2.1,13.2,0.561,0.252,2228.6,forest,0
25.063,90.2995,Tura,1247.5,15.1,139.8,8,7.9,39.8,0.378,0.774,999.9,agriculture,1
25.5325,90.0065,Tura,1520.5,5.8,9.2,5,1.2,7.8,0.771,0.227,7708.9,forest,0
27.2275,93.8466,Itanagar,343.1,24.4,168.3,10,4.4,30.8,0.647,0.253,3975.9,forest,0
25.8149,90.139,Tura,1098.2,34.5,130.7,6,5.5,29.3,0.614,0.414,2017.9,bare,0
27.0784,95.1193,Dibrugarh,276.8,34.9,79.4,7,8.2,61.4,0.684,0.892,2931.0,bare,1
25.632,92.0403,Shillong,454.3,6.9,219.5,9,24.3,61.8,0.44,0.598,344.7,forest,0
27.4589,94.8668,Dibrugarh,999.8,36.0,258.7,3,4.6,22.9,0.657,0.242,8947.0,agriculture,1
23.9174,91.2409,Agartala,1472.0,10.5,208.5,8,5.4,24.6,0.88,0.717,3225.4,forest,0
23.5895,92.2611,Aizawl,872.5,34.5,45.6,8,3.8,8.1,0.502,0.551,3316.1,agriculture,0
27.0714,94.5064,Jorhat,1516.1,23.8,225.3,6,3.1,17.6,0.485,0.942,7657.0,forest,0
26.2289,91.9835,Guwahati,788.4,14.1,5.0,7,20.4,101.8,0.458,0.439,289.9,forest,0
27.709,94.9275,Dibrugarh,402.2,19.4,9.0,5,2.4,13.7,0.749,0.26,9134.2,forest,0
25.6162,91.9942,Shillong,826.0,13.4,215.5,7,19.0,42.7,0.732,0.512,513.8,forest,0
26.6596,92.7223,Tezpur,220.0,43.2,275.4,9,7.3,41.6,0.416,0.804,496.7,agriculture,1
25.1965,92.0003,Dawki,589.8,19.2,17.9,9,1.0,2.8,0.328,0.775,1706.2,bare,0
24.8673,94.08,Imphal,1970.4,8.7,167.4,6,2.0,9.9,0.685,0.496,207.4,bare,1
27.7173,94.9756,Dibrugarh,245.0,9.8,234.0,8,2.1,7.1,0.773,0.685,820.1,agriculture,0
25.5896,90.2463,Tura,1435.0,12.5,160.9,8,4.1,22.9,0.763,0.298,564.2,agriculture,0
23.8868,93.1209,Aizawl,818.5,30.5,68.6,5,1.1,5.3,0.706,0.252,3676.5,urban,1
26.548,94.4711,Jorhat,1011.7,37.7,238.4,4,5.5,33.5,0.838,0.168,6952.2,water,0
26.8293,92.9552,Tezpur,893.6,21.2,208.9,6,10.9,60.4,0.663,0.689,3671.9,agriculture,0
27.1282,93.5359,Itanagar,558.2,20.2,308.9,8,7.1,28.3,0.732,0.856,5999.4,forest,0
24.5751,93.6868,Imphal,370.8,16.6,227.8,8,7.7,33.8,0.555,1.0,3641.7,water,0
26.4586,91.5324,Guwahati,650.6,17.5,103.9,5,2.3,13.9,0.452,0.22,4461.1,water,0
26.658,94.3488,Jorhat,1049.8,37.0,181.7,7,2.2,11.0,0.752,0.697,7758.5,urban,0
25.9454,91.8008,Guwahati,432.9,19.3,200.9,8,19.0,122.6,0.716,0.696,2852.0,bare,0
23.9222,92.7533,Aizawl,486.1,16.3,6.3,6,42.1,118.0,0.762,0.704,1578.9,agriculture,0
26.9504,93.7697,Itanagar,5639.3,12.9,209.5,9,4.6,15.0,0.676,0.664,1418.2,agriculture,1
26.2374,91.9082,Guwahati,316.7,33.1,9.4,5,0.4,2.4,0.603,0.212,4107.0,forest,0
27.2594,93.5016,Itanagar,78.6,30.2,325.3,8,17.1,132.0,0.118,0.691,2591.3,forest,0
26.0018,91.9585,Guwahati,750.2,7.6,213.0,5,0.7,4.2,0.479,0.195,1164.2,forest,0
24.1432,91.4042,Agartala,2120.8,17.6,185.7,11,0.7,3.7,0.748,0.178,1177.8,forest,0
23.7091,92.5835,Aizawl,306.6,8.2,0.0,9,1.3,10.0,0.225,0.921,1654.6,bare,1
26.5949,92.8443,Tezpur,494.3,40.1,61.2,4,1.8,5.0,0.144,0.221,3362.8,water,0
26.0642,91.7064,Guwahati,334.9,4.4,14.1,10,0.3,1.4,0.538,0.246,978.6,agriculture,0
